patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_60_27,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_60_27,S2B_MSIL2A_20170817T101019_60_27,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_63_22,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_63_22,S2B_MSIL2A_20170817T101019_63_22,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_63_25,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_63_25,S2B_MSIL2A_20170817T101019_63_25,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_64_83,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_64_83,S2B_MSIL2A_20170817T101019_64_83,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_65_04,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_65_4,S2B_MSIL2A_20170817T101019_65_4,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_65_09,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_65_9,S2B_MSIL2A_20170817T101019_65_9,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_65_39,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_65_39,S2B_MSIL2A_20170817T101019_65_39,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_65_52,['Coniferous forest' 'Inland waters' 'Mixed forest'],test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_65_52,S2B_MSIL2A_20170817T101019_65_52,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_68_23,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Transitional woodland, shrub']",test,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_68_23,S2B_MSIL2A_20170817T101019_68_23,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_72_12,"['Arable land' 'Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_72_12,S2B_MSIL2A_20170817T101019_72_12,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_72_62,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_72_62,S2B_MSIL2A_20170817T101019_72_62,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_73_06,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_73_6,S2B_MSIL2A_20170817T101019_73_6,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_73_34,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_73_34,S2B_MSIL2A_20170817T101019_73_34,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_74_85,['Arable land' 'Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_74_85,S2B_MSIL2A_20170817T101019_74_85,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_77_34,"['Coniferous forest' 'Industrial or commercial units' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_77_34,S2B_MSIL2A_20170817T101019_77_34,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_77_74,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_77_74,S2B_MSIL2A_20170817T101019_77_74,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_78_48,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_78_48,S2B_MSIL2A_20170817T101019_78_48,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_78_51,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_78_51,S2B_MSIL2A_20170817T101019_78_51,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_81_70,"['Broad-leaved forest' 'Coniferous forest' 'Inland wetlands'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_81_70,S2B_MSIL2A_20170817T101019_81_70,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_82_87,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_82_87,S2B_MSIL2A_20170817T101019_82_87,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_84_36,"['Coniferous forest' 'Inland wetlands' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_84_36,S2B_MSIL2A_20170817T101019_84_36,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_86_68,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045637_34WFS_86_68,S2B_MSIL2A_20170817T101019_86_68,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_87_36,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_87_36,S2B_MSIL2A_20170817T101019_87_36,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_88_55,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_88_55,S2B_MSIL2A_20170817T101019_88_55,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_89_49,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_89_49,S2B_MSIL2A_20170817T101019_89_49,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_90_31,"['Arable land' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_90_31,S2B_MSIL2A_20170817T101019_90_31,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_00_23,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_0_23,S2B_MSIL2A_20170824T100019_0_23,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_08_05,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_8_5,S2B_MSIL2A_20170824T100019_8_5,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_11_26,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_11_26,S2B_MSIL2A_20170824T100019_11_26,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_13_26,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_13_26,S2B_MSIL2A_20170824T100019_13_26,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_19_10,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_19_10,S2B_MSIL2A_20170824T100019_19_10,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_19_23,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Mixed forest' 'Pastures' 'Urban fabric']",validation,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_19_23,S2B_MSIL2A_20170824T100019_19_23,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_24_06,"['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'
 'Pastures']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_24_6,S2B_MSIL2A_20170824T100019_24_6,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_26_21,['Arable land' 'Broad-leaved forest' 'Pastures'],validation,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_26_21,S2B_MSIL2A_20170824T100019_26_21,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_28_18,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Pastures' 'Permanent crops' 'Urban fabric']",validation,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_28_18,S2B_MSIL2A_20170824T100019_28_18,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_33_04,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_33_4,S2B_MSIL2A_20170824T100019_33_4,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_34_09,['Arable land' 'Broad-leaved forest' 'Inland waters' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_34_9,S2B_MSIL2A_20170824T100019_34_9,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_37_18,['Arable land' 'Complex cultivation patterns' 'Urban fabric'],validation,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_37_18,S2B_MSIL2A_20170824T100019_37_18,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_47_09,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_47_9,S2B_MSIL2A_20170824T100019_47_9,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_47_19,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_47_19,S2B_MSIL2A_20170824T100019_47_19,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_50_08,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_50_8,S2B_MSIL2A_20170824T100019_50_8,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_52_06,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_52_6,S2B_MSIL2A_20170824T100019_52_6,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_54_08,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_54_8,S2B_MSIL2A_20170824T100019_54_8,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_64_06,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_64_6,S2B_MSIL2A_20170824T100019_64_6,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_00_63,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_0_63,S2B_MSIL2A_20170825T093029_0_63,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_00_76,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_0_76,S2B_MSIL2A_20170825T093029_0_76,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_02_10,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_2_10,S2B_MSIL2A_20170825T093029_2_10,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_02_87,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_2_87,S2B_MSIL2A_20170825T093029_2_87,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_03_18,"['Broad-leaved forest' 'Coniferous forest'
 'Natural grassland and sparsely vegetated areas']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_3_18,S2B_MSIL2A_20170825T093029_3_18,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_04_11,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_4_11,S2B_MSIL2A_20170825T093029_4_11,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_08_82,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_8_82,S2B_MSIL2A_20170825T093029_8_82,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_09_44,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_9_44,S2B_MSIL2A_20170825T093029_9_44,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_10_34,['Arable land' 'Complex cultivation patterns'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_10_34,S2B_MSIL2A_20170825T093029_10_34,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_10_56,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_10_56,S2B_MSIL2A_20170825T093029_10_56,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_12_58,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_12_58,S2B_MSIL2A_20170825T093029_12_58,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_13_05,['Arable land' 'Pastures'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_13_5,S2B_MSIL2A_20170825T093029_13_5,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_13_72,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_13_72,S2B_MSIL2A_20170825T093029_13_72,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_14_23,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_14_23,S2B_MSIL2A_20170825T093029_14_23,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_15_12,['Arable land' 'Pastures' 'Urban fabric'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_15_12,S2B_MSIL2A_20170825T093029_15_12,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_16_62,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_16_62,S2B_MSIL2A_20170825T093029_16_62,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_17_80,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_17_80,S2B_MSIL2A_20170825T093029_17_80,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_19_37,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_19_37,S2B_MSIL2A_20170825T093029_19_37,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_20_36,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_20_36,S2B_MSIL2A_20170825T093029_20_36,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_21_57,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_21_57,S2B_MSIL2A_20170825T093029_21_57,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_21_67,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_21_67,S2B_MSIL2A_20170825T093029_21_67,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_22_00,"['Broad-leaved forest' 'Complex cultivation patterns' 'Pastures'
 'Permanent crops' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_22_0,S2B_MSIL2A_20170825T093029_22_0,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_22_21,['Arable land'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_22_21,S2B_MSIL2A_20170825T093029_22_21,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_22_69,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_22_69,S2B_MSIL2A_20170825T093029_22_69,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_25_77,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_25_77,S2B_MSIL2A_20170825T093029_25_77,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_27_44,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_27_44,S2B_MSIL2A_20170825T093029_27_44,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_27_49,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_27_49,S2B_MSIL2A_20170825T093029_27_49,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_27_50,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_27_50,S2B_MSIL2A_20170825T093029_27_50,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_27_71,['Complex cultivation patterns' 'Urban fabric'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_27_71,S2B_MSIL2A_20170825T093029_27_71,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_29_38,['Arable land'],test,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_29_38,S2B_MSIL2A_20170825T093029_29_38,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_29_86,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_29_86,S2B_MSIL2A_20170825T093029_29_86,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_30_62,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_30_62,S2B_MSIL2A_20170825T093029_30_62,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_30_89,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_30_89,S2B_MSIL2A_20170825T093029_30_89,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_31_40,['Broad-leaved forest' 'Mixed forest'],train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_31_40,S2B_MSIL2A_20170825T093029_31_40,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_37_41,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170826T163327_34TEQ_37_41,S2B_MSIL2A_20170825T093029_37_41,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_42_62,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",test,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_42_62,S2B_MSIL2A_20170825T093029_42_62,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_43_56,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas']",test,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_43_56,S2B_MSIL2A_20170825T093029_43_56,False,False
